,id_stable,Date,ContentClean
392,53024,2021-10-19 15:00:29+00:00,"OU community members stood ready to help with the resettlement efforts as nearly 1,800 Afghan refugees made their way to Oklahoma earlier this month. Read more right_arrow_e "
1210,157388,2021-08-17 08:04:19+00:00,"I respectfully disagree. Biden was already evacuating. You have to realize that USA can't scoop up people before going through the vetting process. USA believed the 300,000 highly trained Afghan army would support our mere 2500 troops in holding off the Taliban. It didn't happen"
872,33215,2021-12-17 23:43:17+00:00,Lincoln woman welcomes refugee from Afghanistan with supplies for new baby
490,135137,2021-08-20 16:20:13+00:00,Even if you are an Afghan refugee?
340,3516,2022-04-11 20:44:02+00:00,"For significant of those Countries, who are doing efforts, & working on Afghans resettlement programs.... ــــــــــــــــــــــــــــــــــــ The heart of our people are injured enough. Please do not annoy them any more..."
1065,29391,2022-01-04 17:41:30+00:00,Afghan Migrant Arrested After Woman Stabbed and Teen Raped. But Diversity
147,171687,2021-08-15 12:30:26+00:00,All at a time when Govt has cut foreign aid and Home Office refuses to recognise scholarships from Afghan students or asylum to people fleeing Afghanistan because “of the message it will send to other refugees.” There has been a disgraceful lack of humanity and intl leadership.
806,154697,2021-08-17 15:10:24+00:00,Will stand up and refuse to accept non vetted afghans into our state
940,71773,2021-09-17 17:14:56+00:00,I strongly support your relocation to Afghanistan. Compassion has never been a right-winger���s strong suit. Although they will always remind you that they���re God-fearing
971,88388,2021-09-05 04:52:58+00:00,"Jim Acosta calls Tucker Carlson ""human manure spreader"" over Afghan refugee conspiracy theory I feel for Duckworth having lost her legs in Service, but that doesn't make her an expert on anything. It perhaps gains a lot of sympathetic listening."
1198,139502,2021-08-19 17:21:27+00:00,Patriotic Alternative Yorkshire Protest Against Afghan Resettlement Scheme #LBRY via
503,139204,2021-08-19 18:27:31+00:00,"Most Republicans and Democrats have supported keeping the promise the US gov't made to the Afghans who served it and now face retaliation from the Taliban. As told me, ""We've got a moral obligation to the SIV applicants."" 5/7"
266,14507,2022-02-27 12:11:36+00:00,"No. It's right. Poles are known for racism. They refuse helping PoC, Syrians and Afghans. And those incidents are reported by refugee organisations."
546,185641,2021-07-14 16:53:16+00:00,US will not release numbers on how many Afghans will be eligible to leave #Afghanistan via the SIV process per
1052,128211,2021-08-22 15:24:33+00:00,"The ""fully vetted"" argument is proof the don't want Afghans in the US, no matter what they did to help the war effort. The military ready vetted them. The US has been dragging its feet for YEARS on helping our Afghan partners, but NOW the GOP cares about their lives? Sure"
92,33189,2021-12-18 01:24:30+00:00,"It's been another busy week for Team Rubicon's volunteers. Tornado response, Afghan resettlement, PNW flood recovery. Head to the Forward Watch blog for more info on how we are serving across the country:"
962,190178,2021-06-22 23:35:00+00:00,"Congress on Matrix, 6/23/21 (EDT): Newsers 1330: House Republicans on censuring President Biden over immigration enforcement 1500: House members on Afghan special immigrant visa application backlog 1600: House Republicans to introduce border security resolution"
255,174235,2021-08-14 03:19:11+00:00,"Canada to resettle 20,000 vulnerable Afghans threatened by Taliban and forced to flee Afghanistan | World News"
159,88781,2021-09-04 21:38:14+00:00,Afghan refugee trolled after sharing photo of Fort Bliss rations #afghanistan #afghanrefugees
978,45080,2021-11-11 11:45:15+00:00,"Speaking as a graduate of a major UK university and an ally of #Afghan law students, I hope that these institutions that have given so much learning to the world will show an equal measure of humanity to refugee scholars who deserve better than this. #Afghanistan #Chevening"
944,97319,2021-09-01 03:23:13+00:00,"My husband's terp from Afghanistan is in the U.S. His wife and son had SIV docs, but couldn't get out. We are receiving texts from him and it's heartbreaking. What can we do? Please let me know what we can do!! #wepromised"
203,191524,2021-06-13 07:06:33+00:00,Refugee camp fire: Greek court orders 4 Afghans jailed
581,95965,2021-09-01 16:38:18+00:00,LONDON: The UK government on Wednesday granted those Afghans who worked for or assisted its military forces during its 20-year war in Afghanistan can live in the UK permanently. #Afghanistan #Kabul #Taliban #UK
942,99590,2021-08-31 12:12:53+00:00,"13,000 unvetted Afghanistan refugees got a flight to America. Americans were left behind"
1178,183247,2021-07-23 16:11:23+00:00,has recently chosen to: 1) let grass-roots organizers figure out to overcome states overturning election results instead of insisting on voting rights 2) slow-walk evacuation of Afghan translators 3) give Putin a win with Nordstream2. These are all FAILURES.
655,101557,2021-08-30 19:04:57+00:00,"MPs trying to rescue more than 7,000 people trapped in Afghanistan. This figure dwarfs the 800 to 1,100 Afghans eligible for resettlement defence secretary said would be left behind."
527,153370,2021-08-17 18:18:11+00:00,"The Biden Regime is bringing in thousands of unvetted Afghani's and releasing them into your neighborhoods but YOU, an American citizen have to show proof of vaccine to go to an event."
350,53449,2021-10-18 09:16:35+00:00,Afghanistan has been repeatedly invaded creating a culture of jihad against the outsider. These guys specifically can be traced back to the cold war. The Soviet invasion led to the rise of the Mujsahideen. Out of these arose the Taliban in the refugee camps in Pakistan. /1
1199,1964,2022-04-17 10:35:31+00:00,"Wisdom of Solomon in that vast maj,if not all will opt return home,not vulnerable to dangers would classify them in need asylum status.(Hope PP & BJ can help caller to IanDale prog today.Afghan in UK 20yrs phoned in not happy wth UK & wud prefer to b back home under Taliban now!)"
583,86242,2021-09-06 15:14:16+00:00,A German woman stabbed to death in Berlin and another German man badly injured by an Afghan refugee Europe and especially Ireland needs a points based immigration policy and no more mass unrestricted immigration. We have enough poor without listening to sob stories
947,1567,2022-04-18 20:28:58+00:00,IRAP-Fordham will be hosting a panel to provide an update on the situation in Afghanistan. The event will give students an opportunity to hear what work is currently being done to address the refugee crisis and what life is like for Afghans on the ground since the US withdrew.
1049,1039,2022-04-21 12:46:06+00:00,"Congratulations to RWCHR Director of Policy and Projects Brandon Silver for being recognized on Top 25 Most Influential Lawyers shortlist for his work on the cases and causes of political prisoners, media freedom, Magnitsky sanctions, and Afghan refugee resettlement."
290,112442,2021-08-26 16:25:08+00:00,#Rwanda welcomes Afghan refugee students | |
1194,117969,2021-08-25 08:22:18+00:00,Thank you to Andy & the team for helping me share our mission of support for the Afghan refugee families. You can listen here at 8:20am #Afghan #AfghanLivesMatter #AfghanistanCrisis #community #mentalhealth #itsoktosay
390,17147,2022-02-18 22:00:02+00:00,"In 2016, Matthieu Aikins mailed his passport to a friend, wiped his phone and assumed the identity of an Afghan refugee named Habib. He tells the story of a migrant family's journey on smugglers' road in his book, The Naked Don't Fear the Water."
743,50419,2021-10-26 00:13:36+00:00,heey Lindsey how r ya?Yeah that's right they are not very safe here and definitely not wanted can you please start a relocation campaign for 5milSyrians here to save them from Turkish ppl you have none I'm sure you can handle them can you add Afghans to that while ur at it thanks
1184,152534,2021-08-17 20:31:17+00:00,A better question to ask is whether #Europe and the world will stand ready to provide immediate safety for #Afghans at risk of persecution or further politicise human rights and impede asylum seeking through everlasting bureaucracy. The world is watching.
347,8687,2022-03-16 18:05:57+00:00,I’ve been to both Afghanistan & Syria & worked in refugee camps near there. I can tell you all about them. It’s why I also don’t approve of China’s internment camps & human rights abuses because I’ve seen those abuses ruin countries…
935,66774,2021-09-23 08:30:02+00:00,"Anyone paying attention to what Patel and Johnson actually DO, as opposed to what they SAY, would realise very quickly that they will use any excuse to keep Afghanistan asylum-seekers out."
177,55500,2021-10-12 17:39:31+00:00,"State Department taps new coordinator for Afghanistan relocation efforts. The State Department has tapped veteran diplomat Elizabeth Jones to lead the agency's Afghanistan relocation and resettlement efforts, a senior State Department official told..."
153,1224,2022-04-20 18:15:46+00:00,I the story you mentioned that you or one of the other authors had the most extensive database of revenge killings of police officers in Afghanistan. I'm working with some former police officers seeking asylum here who have also murdered and disappeared family members.
387,201235,2021-06-19 20:34:00+00:00,Evacuation for translators and former collaborators?
145,65101,2021-09-25 04:07:42+00:00,That's how he vetted the 100k Afghans he flew into a neighborhood near you
451,25034,2022-01-18 20:01:44+00:00,#School is back in session for the Afghan evacuees temporarily staying in #Qatar. Spirit of America provided educational supplies and furnishings for the community center to ensure that the children could go #BackToSchool while they await resettlement. #Afghanistan #education
813,24044,2022-01-23 16:00:01+00:00,"Political figures are calling on Ottawa to do more to bring Afghan refugees into the country. I'll speak to Senator and former justice minister Plus, I'll be joined by an Afghan refugee who is in hiding while waiting for help to get to Canada."
